wv fl
3511.3689740734617 3.3886859603229425e-15
3512.3693640945653 3.1607601938868878e-15
3513.369754115669 3.0170021855953615e-15
3514.3701441367725 3.117056470182118e-15
3515.370534157876 3.134701437022846e-15
3516.3709241789797 3.3292731635783945e-15
3517.3713142000834 3.456827643347183e-15
3518.371704221187 3.589218681244793e-15
3519.3720942422906 3.3066984649846465e-15
3520.372484263394 3.3816953974092527e-15
3521.372874284498 3.351888307995374e-15
3522.3732643056014 3.148908085372432e-15
3523.373654326705 3.1371065870765746e-15
3524.3740443478086 2.841380491894023e-15
3525.3744343689123 2.6680315993484046e-15
3526.374824390016 2.761060804428871e-15
3527.3752144111195 3.0386580651995754e-15
3528.375604432223 3.2772528468810085e-15
3529.3759944533267 3.5037939262065393e-15
3530.3763844744303 3.4656425034710215e-15
3531.376774495534 3.2701373466075987e-15
3532.3771645166375 3.3895859328294e-15
3533.377554537741 3.499602595425288e-15
3534.377944558845 3.403898248539156e-15
3535.3783345799484 3.5134894888372856e-15
3536.378724601052 3.490816534421656e-15
3537.3791146221556 3.4484210531039207e-15
3538.379504643259 3.7326073831713165e-15
3539.379894664363 3.6595253804822155e-15
3540.3802846854664 3.673540387627485e-15
3541.38067470657 3.550581485114025e-15
3542.3810647276737 3.4580355123299674e-15
3543.3814547487773 3.417788953599416e-15
3544.381844769881 3.5342341727484907e-15
3545.3822347909845 3.708079850117674e-15
3546.382624812088 3.3967939714522975e-15
3547.3830148331917 3.415828495842996e-15
3548.3834048542953 3.3584028383927067e-15
3549.383794875399 3.4888874168842844e-15
3550.3841848965026 3.552037958266829e-15
3551.384574917606 3.3034234120940878e-15
3552.38496493871 3.166825585063939e-15
3553.3853549598134 3.0765725304680988e-15
3554.385744980917 3.238913594589437e-15
3555.3861350020206 3.2979678846390597e-15
3556.3865250231242 3.233182993184788e-15
3557.386915044228 3.1097021066175826e-15
3558.3873050653315 3.135984903696173e-15
3559.387695086435 3.2408689701481736e-15
3560.3880851075387 3.0290186185015847e-15
3561.3884751286423 3.112718602700992e-15
3562.388865149746 3.3469092365731763e-15
3563.3892551708495 3.155364382254641e-15
3564.389645191953 3.0720567860680493e-15
3565.3900352130568 2.947405723484212e-15
3566.3904252341604 2.7963884310764795e-15
3567.390815255264 2.8687364797167847e-15
3568.3912052763676 2.8815451001869274e-15
3569.391595297471 2.6792528800753928e-15
3570.391985318575 2.5775693276145926e-15
3571.3923753396784 2.8624118964578737e-15
3572.392765360782 2.8387174203078555e-15
3573.3931553818857 3.1536360115257686e-15
3574.3935454029893 3.107894538308142e-15
3575.393935424093 3.131449254021863e-15
3576.3943254451965 3.0436185018969334e-15
3577.3947154663 2.9503195168227667e-15
3578.3951054874037 3.0618434745482937e-15
3579.3954955085073 2.7588530130518525e-15
3580.395885529611 2.4671655709618094e-15
3581.3962755507146 2.400647226580982e-15
3582.396665571818 2.4429438168021254e-15
3583.397055592922 2.420775058748349e-15
3584.3974456140254 2.46198659976406e-15
3585.397835635129 2.526850053524189e-15
3586.3982256562326 2.3837933885129895e-15
3587.3986156773362 2.342200894429251e-15
3588.39900569844 2.692845641296456e-15
3589.3993957195435 2.803565552996802e-15
3590.399785740647 2.9032323200101897e-15
3591.4001757617507 3.2273973346385676e-15
3592.4005657828543 3.2487476471070595e-15
3593.400955803958 3.1668236792398077e-15
3594.4013458250615 3.2833627072877906e-15
3595.401735846165 3.350520773302032e-15
3596.4021258672688 3.4767013656303736e-15
3597.4025158883724 3.7620883649005024e-15
3598.402905909476 3.845199237685094e-15
3599.4032959305796 3.776358752479369e-15
3600.403685951683 3.914465356946815e-15
3601.404075972787 3.630074468422657e-15
3602.4044659938904 3.640435798949945e-15
3603.404856014994 3.3379175583215983e-15
3604.4052460360977 3.2210060475350603e-15
3605.4056360572013 3.3125139814422578e-15
3606.406026078305 3.2289073826252852e-15
3607.4064160994085 3.150088214026194e-15
3608.406806120512 2.941120950773822e-15
3609.4071961416157 2.9624024418153493e-15
3610.4075861627193 3.0104580090448748e-15
3611.407976183823 3.255812325403634e-15
3612.4083662049266 3.368817531995672e-15
3613.40875622603 3.3145203907360664e-15
3614.409146247134 3.3425186412910837e-15
3615.4095362682374 3.288147808165067e-15
3616.409926289341 3.3146158937008693e-15
3617.4103163104446 3.204650688356527e-15
3618.410706331548 2.9208340881706077e-15
3619.411096352652 2.8566421197794142e-15
3620.4114863737555 3.090781084641816e-15
3621.411876394859 3.3145167908460406e-15
3622.4122664159627 3.635690720379427e-15
3623.4126564370663 3.6675878635906555e-15
3624.41304645817 3.70867023208191e-15
3625.4134364792735 3.8014525270582515e-15
3626.413826500377 3.899233163456341e-15
3627.4142165214807 3.978461237210719e-15
3628.4146065425844 3.804790683903381e-15
3629.414996563688 3.606475706995679e-15
3630.4153865847916 3.2927224213549506e-15
3631.415776605895 3.210783418652885e-15
3632.416166626999 3.0101492655356006e-15
3633.4165566481024 3.1029891587523555e-15
3634.416946669206 3.2469667603354574e-15
3635.4173366903096 3.297517474869357e-15
3636.4177267114133 3.3583155939991395e-15
3637.418116732517 3.603098163118502e-15
3638.4185067536205 3.7982731888907325e-15
3639.418896774724 3.8388960420081015e-15
3640.4192867958277 3.953148928131445e-15
3641.4196768169313 3.801104820033404e-15
3642.420066838035 3.589584599478007e-15
3643.4204568591385 3.6484618596416534e-15
3644.420846880242 3.354012454868851e-15
3645.4212369013458 3.2987846361584496e-15
3646.4216269224494 3.415498152993567e-15
3647.422016943553 3.186586440206908e-15
3648.4224069646566 3.1996284182540195e-15
3649.42279698576 3.360381295599256e-15
3650.423187006864 3.555822289716924e-15
3651.4235770279674 3.630165100948013e-15
3652.423967049071 3.7392510860931056e-15
3653.4243570701747 3.906222879337083e-15
3654.4247470912783 4.057079870759548e-15
3655.425137112382 3.972698448554074e-15
3656.4255271334855 4.107813756168291e-15
3657.425917154589 4.1393788624641964e-15
3658.4263071756927 4.209230705008943e-15
3659.4266971967963 4.221635926037956e-15
3660.4270872179 4.1343364753291915e-15
3661.4274772390036 4.2250397279364974e-15
3662.427867260107 4.167131049948036e-15
3663.428257281211 3.962785621972357e-15
3664.4286473023144 3.930816057444138e-15
3665.429037323418 4.122488178462998e-15
3666.4294273445216 4.053999211930384e-15
3667.4298173656252 3.969660564888747e-15
3668.430207386729 3.901313899891271e-15
3669.4305974078325 3.843652132006934e-15
3670.430987428936 3.756985414909769e-15
3671.4313774500397 3.994686153315375e-15
3672.4317674711433 4.15626319371829e-15
3673.432157492247 4.152886073357587e-15
3674.4325475133505 4.2186048186362065e-15
3675.432937534454 4.144658842340906e-15
3676.4333275555578 3.854448413952638e-15
3677.4337175766614 3.858113525515407e-15
3678.434107597765 3.747596901722402e-15
3679.4344976188686 3.4379280089533344e-15
3680.434887639972 3.540227989641499e-15
3681.435277661076 3.637637202092217e-15
3682.4356676821794 3.837536554127758e-15
3683.436057703283 3.820877957154108e-15
3684.4364477243867 3.788885522736313e-15
3685.4368377454903 3.5752866833283544e-15
3686.437227766594 3.5176047984115206e-15
3687.4376177876975 3.3139977714076105e-15
3688.438007808801 3.4992656880705178e-15
3689.4383978299047 3.717003342216998e-15
3690.4387878510083 4.056418761544216e-15
3691.439177872112 4.264463182400554e-15
3692.4395678932156 4.102940352106264e-15
3693.439957914319 3.951285879163959e-15
3694.440347935423 4.0048031148373804e-15
3695.4407379565264 3.960777730370891e-15
3696.44112797763 4.147315561179969e-15
3697.4415179987336 4.048869156885338e-15
3698.4419080198372 4.158983863544871e-15
3699.442298040941 4.3256498778948896e-15
3700.4426880620445 4.2900126607050594e-15
3701.443078083148 4.185587474352234e-15
3702.4434681042517 4.0699077612292404e-15
3703.4438581253553 3.7899561723816425e-15
3704.444248146459 3.3989204476663794e-15
3705.4446381675625 3.2362151593777217e-15
3706.445028188666 3.3035280206630737e-15
3707.4454182097697 3.2739373481672183e-15
3708.4458082308734 3.2893328072582757e-15
3709.446198251977 3.4772136088052257e-15
3710.4465882730806 3.684567486051315e-15
3711.446978294184 3.927366092249971e-15
3712.447368315288 4.149897741119674e-15
3713.4477583363914 4.281402994312693e-15
3714.448148357495 4.4330142685746875e-15
3715.4485383785986 4.377501423277535e-15
3716.4489283997023 4.1432248155612045e-15
3717.449318420806 3.918342650262871e-15
3718.4497084419095 3.581663994388232e-15
3719.450098463013 3.1525477859467837e-15
3720.4504884841167 2.9168447747472768e-15
3721.4508785052203 2.96560824976247e-15
3722.451268526324 3.2175967399223617e-15
3723.4516585474275 3.475840144881253e-15
3724.452048568531 3.684786867584654e-15
3725.4524385896348 3.9048049461833795e-15
3726.4528286107384 3.881769461666325e-15
3727.453218631842 3.808871265126778e-15
3728.4536086529456 3.7538645220156104e-15
3729.453998674049 3.885809808824728e-15
3730.454388695153 3.827464908868431e-15
3731.4547787162564 3.50643285735371e-15
3732.45516873736 3.140134306346535e-15
3733.4555587584637 2.8342478392034314e-15
3734.4559487795673 2.733144927827974e-15
3735.456338800671 2.647573847848082e-15
3736.4567288217745 2.5972351033092325e-15
3737.457118842878 2.6680218584695112e-15
3738.4575088639817 3.074466383044751e-15
3739.4578988850853 3.492544269875818e-15
3740.458288906189 3.742949231940818e-15
3741.4586789272926 3.793309999336296e-15
3742.459068948396 3.6416508677127816e-15
3743.4594589695 3.3131573029656974e-15
3744.4598489906034 3.038637101134131e-15
3745.460239011707 3.006883318249225e-15
3746.4606290328106 2.941293321978588e-15
3747.4610190539142 2.699663621247143e-15
3748.461409075018 2.6268522455846896e-15
3749.4617990961215 2.61985236530858e-15
3750.462189117225 2.9812662890671762e-15
3751.4625791383287 3.4774014383612793e-15
3752.4629691594323 3.7410857594568584e-15
3753.463359180536 3.988717959169021e-15
3754.4637492016395 4.190661625222761e-15
3755.464139222743 4.076001316251788e-15
3756.4645292438468 3.7960251634487196e-15
3757.4649192649504 3.4399428885766156e-15
3758.465309286054 3.132116080709589e-15
3759.4656993071576 3.334662622463537e-15
3760.466089328261 3.5130560197265282e-15
3761.466479349365 3.626042168077253e-15
3762.4668693704684 3.600324553732718e-15
3763.467259391572 3.498812101927263e-15
3764.4676494126757 3.66024747606975e-15
3765.4680394337793 3.700650100620833e-15
3766.468429454883 3.4267556443790502e-15
3767.4688194759865 3.538986451099061e-15
3768.46920949709 3.710372768305891e-15
3769.4695995181937 3.7196024628156476e-15
3770.4699895392973 3.718330642845345e-15
3771.470379560401 3.917776408737632e-15
3772.4707695815046 4.047045071433426e-15
3773.471159602608 4.273708123503361e-15
3774.471549623712 4.1944343099698314e-15
3775.4719396448154 4.149189198059296e-15
3776.472329665919 4.241871543147861e-15
3777.4727196870226 4.126582312213552e-15
3778.4731097081262 4.238047612907482e-15
3779.47349972923 4.421998181579172e-15
3780.4738897503335 4.414080964621186e-15
3781.474279771437 4.490501124155416e-15
3782.4746697925407 4.585333238864113e-15
3783.4750598136443 4.625698593965517e-15
3784.475449834748 4.501018308744999e-15
3785.4758398558515 4.115549708075565e-15
3786.476229876955 3.877309409682558e-15
3787.4766198980587 3.626434767848305e-15
3788.4770099191624 3.594020087506304e-15
3789.477399940266 3.586232890105722e-15
3790.4777899613696 3.6816723274376e-15
3791.478179982473 3.7680188660807034e-15
3792.478570003577 3.627588850238939e-15
3793.4789600246804 3.634861475124065e-15
3794.479350045784 3.504339415424571e-15
3795.4797400668876 3.2659337338486125e-15
3796.4801300879913 3.2316875565164107e-15
3797.480520109095 3.1633173863546485e-15
3798.4809101301985 3.1104146730844603e-15
3799.481300151302 3.384340469545291e-15
3800.4816901724057 3.630946488841855e-15
3801.4820801935093 3.724928182471509e-15
3802.482470214613 3.800866803775225e-15
3803.4828602357165 3.907488346560281e-15
3804.48325025682 4.085712972508532e-15
3805.4836402779238 4.002428457969753e-15
3806.4840302990274 3.727007648357018e-15
3807.484420320131 3.643624877996358e-15
3808.4848103412346 3.667151218106346e-15
3809.485200362338 3.806722766056068e-15
3810.485590383442 3.931780404454587e-15
3811.4859804045454 3.741604567137052e-15
3812.486370425649 3.7048962767854184e-15
3813.4867604467527 3.539032826152923e-15
3814.4871504678563 3.190636104727731e-15
3815.48754048896 3.108192270389102e-15
3816.4879305100635 3.1535360616379926e-15
3817.488320531167 3.196907324910965e-15
3818.4887105522707 3.2158137355683914e-15
3819.4891005733743 2.995739964553384e-15
3820.489490594478 2.7897436693635064e-15
3821.4898806155816 2.939668924543991e-15
3822.490270636685 2.984116554934687e-15
3823.490660657789 2.885742571957046e-15
3824.4910506788924 2.659289372299793e-15
3825.491440699996 2.546716999543802e-15
3826.4918307210996 2.4824081406058874e-15
3827.4922207422032 2.5458166035208707e-15
3828.492610763307 2.5918306095892765e-15
3829.4930007844105 2.5428077307339866e-15
3830.493390805514 2.6155263562887155e-15
3831.4937808266177 2.4799362867075625e-15
3832.4941708477213 2.5272119483509036e-15
3833.494560868825 2.3059063796723516e-15
3834.4949508899285 2.4854394597658737e-15
3835.495340911032 2.6471725659893202e-15
3836.4957309321358 2.6021781758311718e-15
3837.4961209532394 2.5000257906340664e-15
3838.496510974343 2.4415830583723614e-15
3839.4969009954466 2.5487998535611003e-15
3840.49729101655 2.5680543947598482e-15
3841.497681037654 2.9171971404533346e-15
3842.4980710587574 3.2328206748416e-15
3843.498461079861 3.3345256148843185e-15
3844.4988511009647 3.3615698945824906e-15
3845.4992411220683 3.5290306375952707e-15
3846.499631143172 3.4902926445437793e-15
3847.5000211642755 3.4389436014570923e-15
3848.500411185379 3.3280449658048758e-15
3849.5008012064827 3.1387413606647754e-15
3850.5011912275863 3.2085142173871907e-15
3851.50158124869 3.372309425320728e-15
3852.5019712697936 3.290152735151218e-15
3853.502361290897 3.3144202290900536e-15
3854.502751312001 3.2974499239918137e-15
3855.5031413331044 3.1659266713486654e-15
3856.503531354208 3.0993801631223417e-15
3857.5039213753116 2.911080927299448e-15
3858.5043113964152 2.8052733831767035e-15
3859.504701417519 2.640930144926293e-15
3860.5050914386225 2.817018977298042e-15
3861.505481459726 3.156662672004545e-15
3862.5058714808297 3.3833269946239013e-15
3863.5062615019333 3.4615966505984613e-15
3864.506651523037 3.561858246499058e-15
3865.5070415441405 3.5147388624344857e-15
3866.507431565244 3.4076143938369975e-15
3867.5078215863477 3.238869337117943e-15
3868.5082116074514 3.3148757210574396e-15
3869.508601628555 3.193221461040988e-15
3870.5089916496586 3.0341567203596292e-15
3871.509381670762 2.886978604785327e-15
3872.509771691866 2.965767491956554e-15
3873.5101617129694 3.3037429552734395e-15
3874.510551734073 3.644700186322897e-15
3875.5109417551766 3.6410147459693936e-15
3876.5113317762803 3.468512251096319e-15
3877.511721797384 3.2782320169680345e-15
3878.5121118184875 3.2202064484328522e-15
3879.512501839591 3.1893668258562704e-15
3880.5128918606947 3.1764199272574884e-15
3881.5132818817983 3.0764901565139783e-15
3882.513671902902 3.2461637731014603e-15
3883.5140619240055 3.5382154393588227e-15
3884.514451945109 3.5905074418740406e-15
3885.5148419662128 3.376193918416836e-15
3886.5152319873164 3.2756633895554858e-15
3887.51562200842 3.3905409624774294e-15
3888.5160120295236 3.4936775999592443e-15
3889.516402050627 3.610824374146882e-15
3890.516792071731 3.902902510183846e-15
3891.5171820928344 4.313564835319939e-15
3892.517572113938 4.372522140097101e-15
3893.5179621350417 4.351254413340966e-15
3894.5183521561453 4.318546659599215e-15
3895.518742177249 4.248161186297698e-15
3896.5191321983525 4.4292716534972444e-15
3897.519522219456 4.530536983440338e-15
3898.5199122405597 4.349354518440275e-15
3899.5203022616633 4.248552939035803e-15
3900.520692282767 4.3547729882038606e-15
3901.5210823038706 4.328546307058026e-15
3902.521472324974 4.33862345803151e-15
3903.521862346078 4.271997540466381e-15
3904.5222523671814 4.093887687482483e-15
3905.522642388285 3.910468208468722e-15
3906.5230324093886 4.018132872328321e-15
3907.5234224304922 4.440036171707426e-15
3908.523812451596 4.654905137019792e-15
3909.5242024726995 4.699699203885915e-15
3910.524592493803 4.706716448337443e-15
3911.5249825149067 4.866641350976739e-15
3912.5253725360103 4.71875786871561e-15
3913.525762557114 4.6751496479756436e-15
3914.5261525782175 4.662823201010725e-15
3915.526542599321 4.669439375361729e-15
3916.5269326204248 4.6092454024815755e-15
3917.5273226415284 4.6142716959905825e-15
3918.527712662632 4.467998846878658e-15
3919.5281026837356 4.2440340182622015e-15
3920.528492704839 4.096510101487183e-15
3921.528882725943 3.826980406022602e-15
3922.5292727470464 3.845261071090244e-15
3923.52966276815 3.979705105093762e-15
3924.5300527892537 3.9867888416316496e-15
3925.5304428103573 3.7067284090503295e-15
3926.530832831461 3.637061643204558e-15
3927.5312228525645 3.1971669405092985e-15
3928.531612873668 2.830596280167818e-15
3929.5320028947717 2.448095682945563e-15
3930.5323929158753 2.1373199298726706e-15
3931.532782936979 1.9053800742995777e-15
3932.5331729580826 1.658354879573241e-15
3933.533562979186 1.5034833754972647e-15
3934.53395300029 1.5571213133656696e-15
3935.5343430213934 1.7804723607327223e-15
3936.534733042497 2.137971298209109e-15
3937.5351230636006 2.6418745866624814e-15
3938.5355130847042 2.9972794469350188e-15
3939.535903105808 3.174805058943548e-15
3940.5362931269115 3.399706705999668e-15
3941.536683148015 3.3815469548852464e-15
3942.5370731691187 3.573897125778384e-15
3943.5374631902223 3.588018435558534e-15
3944.537853211326 3.598953630907587e-15
3945.5382432324295 3.90074511726719e-15
3946.538633253533 4.159420932545654e-15
3947.5390232746367 4.341302199727202e-15
3948.5394132957404 4.347370343761332e-15
3949.539803316844 4.749725816783701e-15
3950.5401933379476 4.734608819774054e-15
3951.540583359051 4.7313638365531225e-15
3952.540973380155 4.645854166461906e-15
3953.5413634012584 4.691911159452385e-15
3954.541753422362 4.815355200086385e-15
3955.5421434434656 4.697892059092948e-15
3956.5425334645693 4.654984758116834e-15
3957.542923485673 4.611929226374951e-15
3958.5433135067765 4.573442590350557e-15
3959.54370352788 4.4357323973024266e-15
3960.5440935489837 3.907592955129267e-15
3961.5444835700873 3.4501081309766144e-15
3962.544873591191 3.171127030128333e-15
3963.5452636122945 3.0644758411901233e-15
3964.545653633398 2.9157059389496934e-15
3965.546043654502 2.5857719946758033e-15
3966.5464336756054 2.2631708146262936e-15
3967.546823696709 1.907415070955356e-15
3968.5472137178126 1.6642315941612913e-15
3969.547603738916 1.894762728063982e-15
3970.54799376002 2.2988728298365887e-15
3971.5483837811234 2.5440031059807992e-15
3972.548773802227 2.891206569741547e-15
3973.5491638233307 3.4246355209120727e-15
3974.5495538444343 3.738968177088723e-15
3975.549943865538 4.2334770231240975e-15
3976.5503338866415 4.463049209851378e-15
3977.550723907745 4.7631936406450446e-15
3978.5511139288487 5.15819136197109e-15
3979.5515039499523 5.227433764310287e-15
3980.551893971056 5.255598033322966e-15
3981.5522839921596 5.337885590082827e-15
3982.552674013263 5.204281812762985e-15
3983.553064034367 5.114594576175911e-15
3984.5534540554704 5.228004241000263e-15
3985.553844076574 5.340985730669778e-15
3986.5542340976776 5.449254752537243e-15
3987.5546241187812 5.524608074074407e-15
3988.555014139885 5.621721672026533e-15
3989.5554041609885 5.716666018600741e-15
3990.555794182092 5.730890666400456e-15
3991.5561842031957 5.813357794145135e-15
3992.5565742242993 5.898090735023719e-15
3993.556964245403 5.970848747610495e-15
3994.5573542665065 5.941763330267677e-15
3995.55774428761 5.6790802021157525e-15
3996.5581343087138 5.457350269930626e-15
3997.5585243298174 5.515701522634028e-15
3998.558914350921 5.6991570005480476e-15
3999.5593043720246 6.071223845926024e-15
4000.559694393128 6.305295048152646e-15
4001.560084414232 6.2339875794880425e-15
4002.5604744353354 6.3109146882412044e-15
4003.560864456439 6.1398813720151425e-15
4004.5612544775427 5.6759508388921215e-15
4005.5616444986463 5.444305115509963e-15
4006.56203451975 5.684126824415494e-15
4007.5624245408535 5.950316668969051e-15
4008.562814561957 6.078811143551055e-15
4009.5632045830607 6.1846830621777905e-15
4010.5635946041643 6.227279925578736e-15
4011.563984625268 6.2022496784708975e-15
4012.5643746463716 6.174932442405473e-15
4013.564764667475 6.005195933621657e-15
4014.565154688579 6.534103634677976e-15
4015.5655447096824 6.654163778687695e-15
4016.565934730786 6.342680541345609e-15
4017.5663247518896 6.145310429690569e-15
4018.5667147729932 6.217338299876812e-15
4019.567104794097 6.3651307260961104e-15
4020.5674948152005 6.543071596007031e-15
4021.567884836304 6.355597793791237e-15
4022.5682748574077 6.202674889010419e-15
4023.5686648785113 6.271304039495804e-15
4024.569054899615 6.212423391200369e-15
4025.5694449207185 6.329938624720062e-15
4026.569834941822 6.6053179297183816e-15
4027.5702249629257 6.738939071213642e-15
4028.5706149840294 6.575507452172714e-15
4029.571005005133 6.21526899838667e-15
4030.5713950262366 5.896352623415953e-15
4031.57178504734 5.619697686799069e-15
4032.572175068444 5.538167801010527e-15
4033.5725650895474 5.4540739464906465e-15
4034.572955110651 5.720079561378176e-15
4035.5733451317546 6.203083158890996e-15
4036.5737351528583 6.592130050246106e-15
4037.574125173962 6.879397886175613e-15
4038.5745151950655 6.768116391631237e-15
4039.574905216169 6.602292328030789e-15
4040.5752952372727 6.515885650048431e-15
4041.5756852583763 6.430781285222476e-15
4042.57607527948 6.365743554433449e-15
4043.5764653005835 5.942107649160736e-15
4044.576855321687 5.272575961717731e-15
4045.577245342791 4.873308770821051e-15
4046.5776353638944 5.246879946713351e-15
4047.578025384998 6.01875947220604e-15
4048.5784154061016 6.461564156591592e-15
4049.578805427205 6.685606912239196e-15
4050.579195448309 6.7339610585826284e-15
4051.5795854694125 6.719002880250591e-15
4052.579975490516 6.453884108858837e-15
4053.5803655116197 6.221594640436765e-15
4054.5807555327233 6.035765776204538e-15
4055.581145553827 6.149238968499934e-15
4056.5815355749305 6.024866579755744e-15
4057.581925596034 5.7712441630405984e-15
4058.5823156171377 5.952637962761001e-15
4059.5827056382414 6.3863819357097736e-15
4060.583095659345 6.565523474823427e-15
