wv flam
3435.238493531645 1.5361071670981193e-15
3436.2385629620762 1.5375234061859285e-15
3437.2386323925075 1.6651168494702905e-15
3438.2387018229388 1.7417193328464172e-15
3439.23877125337 1.4866256199018912e-15
3440.2388406838013 1.5403951655144758e-15
3441.2389101142326 1.5175769449483922e-15
3442.238979544664 1.361317365630103e-15
3443.239048975095 1.4514330950093695e-15
3444.2391184055264 1.6104976239324914e-15
3445.2391878359576 1.5922631221604745e-15
3446.239257266389 1.566432958313073e-15
3447.23932669682 1.5049328606282536e-15
3448.2393961272514 1.5189857724979129e-15
3449.2394655576827 1.768416329036215e-15
3450.239534988114 1.7177238423627685e-15
3451.2396044185452 1.794572706447428e-15
3452.2396738489765 1.767257270327016e-15
3453.239743279408 1.6917833524739872e-15
3454.239812709839 1.7830346353981666e-15
3455.2398821402703 1.867768211551461e-15
3456.2399515707016 1.6170780111414733e-15
3457.240021001133 1.558920728982993e-15
3458.240090431564 1.6366626834314136e-15
3459.2401598619954 1.8346246593583474e-15
3460.2402292924266 1.6678474719340015e-15
3461.240298722858 1.7366832984585167e-15
3462.240368153289 1.9020554699816046e-15
3463.2404375837204 1.6773181473172518e-15
3464.2405070141517 1.6350429446780265e-15
3465.240576444583 1.555065458523565e-15
3466.2406458750143 1.637341368580401e-15
3467.2407153054455 1.730601919534586e-15
3468.240784735877 1.836366370856139e-15
3469.240854166308 1.8699882849062145e-15
3470.2409235967393 1.6285265084565624e-15
3471.2409930271706 1.643884274581467e-15
3472.241062457602 1.5221355703913964e-15
3473.241131888033 1.4695774936516223e-15
3474.2412013184644 1.6633444330281608e-15
3475.2412707488957 1.8158446683682987e-15
3476.241340179327 1.5646464599481952e-15
3477.241409609758 1.390748160657164e-15
3478.2414790401895 1.6141564886272748e-15
3479.2415484706207 1.597065693092288e-15
3480.241617901052 1.7136608370730264e-15
3481.2416873314833 1.8206700033105696e-15
3482.2417567619145 1.7485756410379671e-15
3483.241826192346 1.8111777285871643e-15
3484.241895622777 1.8466465979787277e-15
3485.2419650532083 2.069719077385252e-15
3486.2420344836396 1.94206782410224e-15
3487.242103914071 2.0624739810709124e-15
3488.242173344502 2.0344278731543753e-15
3489.2422427749334 1.6015834491955871e-15
3490.2423122053647 1.488816364740846e-15
3491.242381635796 1.5347368795476986e-15
3492.242451066227 1.5868474052539673e-15
3493.2425204966585 1.6448988082940407e-15
3494.2425899270897 1.8846250142347688e-15
3495.242659357521 1.6937431749556968e-15
3496.2427287879523 1.652227337353685e-15
3497.2427982183835 1.655806475072308e-15
3498.242867648815 1.6525978083889903e-15
3499.242937079246 1.8442158251783447e-15
3500.2430065096773 1.9953271382432223e-15
3501.2430759401086 1.9776707364577064e-15
3502.24314537054 1.965251539385064e-15
3503.243214800971 1.9437180560417282e-15
3504.2432842314024 1.81895539686709e-15
3505.2433536618337 1.799992023243961e-15
3506.243423092265 1.834587813425142e-15
3507.243492522696 1.831066273946932e-15
3508.2435619531275 1.9548298577602837e-15
3509.2436313835587 1.8422327092905855e-15
3510.24370081399 1.9469552042078973e-15
3511.2437702444213 1.9400393919518028e-15
3512.2438396748526 1.7205769669664762e-15
3513.243909105284 1.6502742911355534e-15
3514.243978535715 1.7659046645893692e-15
3515.2440479661464 1.7922742825450533e-15
3516.2441173965776 1.7573794897334915e-15
3517.244186827009 1.952589455614796e-15
3518.24425625744 1.8063144889205037e-15
3519.2443256878714 1.7423728187652239e-15
3520.2443951183027 1.873678172182691e-15
3521.244464548734 1.809396841815562e-15
3522.244533979165 1.615175045746348e-15
3523.2446034095965 1.526623997978897e-15
3524.2446728400278 1.64790799871828e-15
3525.244742270459 1.7680288114628462e-15
3526.2448117008903 1.6864377275438653e-15
3527.2448811313216 1.7114988913542782e-15
3528.244950561753 1.918065451475895e-15
3529.245019992184 2.00477007329745e-15
3530.2450894226154 1.8621390423422457e-15
3531.2451588530466 1.831612610197911e-15
3532.245228283478 1.7040105907049582e-15
3533.245297713909 1.7757274939204405e-15
3534.2453671443404 1.857901971781843e-15
3535.2454365747717 1.7515898077807715e-15
3536.245506005203 1.733101619641052e-15
3537.2455754356342 1.8260204986801382e-15
3538.2456448660655 1.7242329729250626e-15
3539.2457142964968 1.8662238587303795e-15
3540.245783726928 1.797418101875492e-15
3541.2458531573593 1.8099846826809566e-15
3542.2459225877906 1.6865082430367242e-15
3543.245992018222 1.7269531133560514e-15
3544.246061448653 1.9616796014464925e-15
3545.2461308790844 1.935462449421314e-15
3546.2462003095156 1.8992657669698225e-15
3547.246269739947 1.706171901148996e-15
3548.246339170378 1.789499826126322e-15
3549.2464086008094 1.8036169007417356e-15
3550.2464780312407 1.7668452946772951e-15
3551.246547461672 1.6269997315691365e-15
3552.2466168921032 1.5372246153137845e-15
3553.2466863225345 1.6398168223687518e-15
3554.246755752966 1.6322655236439797e-15
3555.246825183397 1.822389268435259e-15
3556.2468946138283 1.818587361051508e-15
3557.2469640442596 1.831020957684254e-15
3558.247033474691 1.6960153408367065e-15
3559.247102905122 1.6432162832234385e-15
3560.2471723355534 1.7321277435099463e-15
3561.2472417659847 1.7855266063289887e-15
3562.247311196416 1.8776852732979143e-15
3563.247380626847 1.7838115763690356e-15
3564.2474500572785 1.585105799635294e-15
3565.2475194877097 1.5995054656177355e-15
3566.247588918141 1.5751332572307955e-15
3567.2476583485723 1.7019203251493714e-15
3568.2477277790035 1.5843687750920644e-15
3569.247797209435 1.5027615975470856e-15
3570.247866639866 1.5828631740283199e-15
3571.2479360702973 1.5093966183811654e-15
3572.2480055007286 1.4823017284643948e-15
3573.24807493116 1.7076783492456877e-15
3574.248144361591 1.6977500643126833e-15
3575.2482137920224 1.7103215155575948e-15
3576.2482832224537 1.6223870018966264e-15
3577.248352652885 1.7196772062182553e-15
3578.248422083316 1.6904552048126924e-15
3579.2484915137475 1.5199682248376095e-15
3580.2485609441787 1.4851077368604115e-15
3581.24863037461 1.452614917729026e-15
3582.2486998050413 1.611354609516876e-15
3583.2487692354725 1.5314103694055942e-15
3584.248838665904 1.4948419453693763e-15
3585.248908096335 1.48686893011599e-15
3586.2489775267663 1.454656796527501e-15
3587.2490469571976 1.5013529817558017e-15
3588.249116387629 1.5323951510858957e-15
3589.24918581806 1.6200461204677707e-15
3590.2492552484914 1.6703574423149528e-15
3591.2493246789227 1.6636513765924221e-15
3592.249394109354 1.630597186375244e-15
3593.249463539785 1.5703282510792587e-15
3594.2495329702165 1.7167509191437285e-15
3595.2496024006477 1.708940004820623e-15
3596.249671831079 1.791403532675276e-15
3597.2497412615103 1.8428578196056592e-15
3598.2498106919415 1.8309819941686803e-15
3599.249880122373 1.8492639297857435e-15
3600.249949552804 1.7893094554714264e-15
3601.2500189832353 1.9119659672227167e-15
3602.2500884136666 1.852896854096517e-15
3603.250157844098 1.837325212152431e-15
3604.250227274529 1.632753626379835e-15
3605.2502967049604 1.68490692724994e-15
3606.2503661353917 1.8285903966421078e-15
3607.250435565823 1.631370739214324e-15
3608.250504996254 1.5642035675958997e-15
3609.2505744266855 1.710325750722331e-15
3610.2506438571168 1.8385205873992436e-15
3611.250713287548 1.7786514516543624e-15
3612.2507827179793 1.6435992479947158e-15
3613.2508521484106 1.5966621877720397e-15
3614.250921578842 1.8079892848154623e-15
3615.250991009273 1.9761666177016196e-15
3616.2510604397044 2.018197663093799e-15
3617.2511298701356 1.8564162759923588e-15
3618.251199300567 1.6315942500332806e-15
3619.251268730998 1.5689361524304462e-15
3620.2513381614294 1.6314890061895843e-15
3621.2514075918607 1.762453005329308e-15
3622.251477022292 1.9452560561157052e-15
3623.2515464527232 1.8914042424281186e-15
3624.2516158831545 1.938046958701624e-15
3625.2516853135858 1.9359979860022157e-15
3626.251754744017 1.9716989424213268e-15
3627.2518241744483 2.1921348200212853e-15
3628.2518936048796 2.306519419767927e-15
3629.251963035311 2.1216333032059945e-15
3630.252032465742 1.7909209356535777e-15
3631.2521018961734 1.6824046860446323e-15
3632.2521713266046 1.7510415657056612e-15
3633.252240757036 1.7453312930917463e-15
3634.252310187467 1.7349993969593752e-15
3635.2523796178984 1.7607892208626637e-15
3636.2524490483297 1.7261538318911985e-15
3637.252518478761 1.864034490319964e-15
3638.2525879091922 1.996874455679619e-15
3639.2526573396235 1.912984736100027e-15
3640.252726770055 1.872475173639353e-15
3641.252796200486 1.9123284973241415e-15
3642.2528656309173 2.1476452614997005e-15
3643.2529350613486 2.1423635875570963e-15
3644.25300449178 2.011353848638221e-15
3645.253073922211 1.914062373767171e-15
3646.2531433526424 1.7567243097487903e-15
3647.2532127830736 1.8634000626424705e-15
3648.253282213505 1.90553211671361e-15
3649.253351643936 1.8822878385750573e-15
3650.2534210743675 1.7694263099466974e-15
3651.2534905047987 1.8125452632805064e-15
3652.25355993523 1.9305085772292974e-15
3653.2536293656613 1.961999356384081e-15
3654.2536987960925 2.1633827101432117e-15
3655.253768226524 2.2414507722763252e-15
3656.253837656955 1.9269393921478046e-15
3657.2539070873863 2.051401989900878e-15
3658.2539765178176 2.1759190095208122e-15
3659.254045948249 2.077513474565886e-15
3660.25411537868 2.1208099871812634e-15
3661.2541848091114 2.2366402604106312e-15
3662.2542542395427 2.050425149154457e-15
3663.254323669974 2.00019122494283e-15
3664.254393100405 2.078964018488059e-15
3665.2544625308365 2.0958621140275456e-15
3666.2545319612677 2.143395273686852e-15
3667.254601391699 1.9888225604830197e-15
3668.2546708221303 1.859650036026739e-15
3669.2547402525615 1.9177101211545217e-15
3670.254809682993 2.0649206357390565e-15
3671.254879113424 2.0134350085896247e-15
3672.2549485438553 1.9038172985118935e-15
3673.2550179742866 1.9557834051006553e-15
3674.255087404718 2.0850304684562945e-15
3675.255156835149 2.0489911223747553e-15
3676.2552262655804 2.006449104357145e-15
3677.2552956960117 2.063787517413867e-15
3678.255365126443 1.996374917998976e-15
3679.255434556874 1.994028001460371e-15
3680.2555039873055 2.168145152889149e-15
3681.2555734177367 1.896555049780372e-15
3682.255642848168 2.0034404433284976e-15
3683.2557122785993 2.0073331949958416e-15
3684.2557817090305 1.941666965759952e-15
3685.255851139462 1.7834037300049326e-15
3686.255920569893 1.846529283915533e-15
3687.2559900003243 1.8476621904824856e-15
3688.2560594307556 1.8389453744222916e-15
3689.256128861187 1.869167509980325e-15
3690.256198291618 2.0585765707223586e-15
3691.2562677220494 2.172183170706947e-15
3692.2563371524807 2.0774575703913674e-15
3693.256406582912 2.0143495924144226e-15
3694.256476013343 2.22025419628776e-15
3695.2565454437745 2.182673038483981e-15
3696.2566148742058 1.9626994291149866e-15
3697.256684304637 2.059156576532991e-15
3698.2567537350683 2.1295685196141096e-15
3699.2568231654996 2.164061607050436e-15
3700.256892595931 2.283622001621275e-15
3701.256962026362 2.1913951485000955e-15
3702.2570314567934 2.0976705293699336e-15
3703.2571008872246 2.359731300063863e-15
3704.257170317656 2.1089570316338603e-15
3705.257239748087 1.7367963773569752e-15
3706.2573091785184 1.8414002876616714e-15
3707.2573786089497 1.6717139655799806e-15
3708.257448039381 1.6834773473932115e-15
3709.2575174698122 1.838619902012309e-15
3710.2575869002435 2.099632681192248e-15
3711.2576563306748 2.2658700968709563e-15
3712.257725761106 2.1708141537059474e-15
3713.2577951915373 2.1962147659699725e-15
3714.2578646219686 2.1710981215015144e-15
3715.2579340524 2.1242512702877208e-15
3716.258003482831 2.044143341059382e-15
3717.2580729132624 2.0706683895608874e-15
3718.2581423436936 1.9618316438605246e-15
3719.258211774125 1.6451910346608435e-15
3720.258281204556 1.5123517045758988e-15
3721.2583506349874 1.4738657038262156e-15
3722.2584200654187 1.4962193268207302e-15
3723.25848949585 1.714635454357961e-15
3724.2585589262812 1.8717740421172633e-15
3725.2586283567125 1.9153070886831613e-15
3726.258697787144 2.0202633646939153e-15
3727.258767217575 2.074273150026165e-15
3728.2588366480063 1.8790445494200206e-15
3729.2589060784376 1.936802879060344e-15
3730.258975508869 2.0382399449334933e-15
3731.2590449393 1.8946509197149443e-15
3732.2591143697314 1.7228813200994815e-15
3733.2591838001626 1.5924903387485754e-15
3734.259253230594 1.6252148213910349e-15
3735.259322661025 1.4509992023821385e-15
3736.2593920914564 1.3922603262262498e-15
3737.2594615218877 1.5432118677014516e-15
3738.259530952319 1.6838531123844372e-15
3739.2596003827502 1.8651286451295797e-15
3740.2596698131815 2.0239488050474187e-15
3741.259739243613 1.956906994305188e-15
3742.259808674044 1.9767449294463574e-15
3743.2598781044753 1.9081522013777042e-15
3744.2599475349066 1.7134200679577694e-15
3745.260016965338 1.6565231708248035e-15
3746.260086395769 1.708279425000883e-15
3747.2601558262004 1.593272361917128e-15
3748.2602252566317 1.4842069173210065e-15
3749.260294687063 1.4803158597195571e-15
3750.260364117494 1.6135931058382322e-15
3751.2604335479255 1.7071606003566785e-15
3752.2605029783567 1.7929929900007986e-15
3753.260572408788 2.0097207691159146e-15
3754.2606418392193 2.0938766687991816e-15
3755.2607112696505 2.160567807901249e-15
3756.260780700082 2.136350712422775e-15
3757.260850130513 1.962204973632027e-15
3758.2609195609443 1.8451168564759864e-15
3759.2609889913756 1.820041504863707e-15
3760.261058421807 1.931638095664461e-15
3761.261127852238 1.9815499355978943e-15
3762.2611972826694 1.846395029193393e-15
3763.2612667131007 1.7529533190676141e-15
3764.261336143532 1.826949905581513e-15
3765.261405573963 1.7807518816053162e-15
3766.2614750043945 1.7740106640154745e-15
3767.2615444348257 1.773033187994343e-15
3768.261613865257 1.7727509142646705e-15
3769.2616832956883 1.8903467217934716e-15
3770.2617527261195 2.0353888320330353e-15
3771.261822156551 2.1183883199850633e-15
3772.261891586982 2.056413248575071e-15
3773.2619610174133 2.08670547610949e-15
3774.2620304478446 2.133635760068588e-15
3775.262099878276 2.238193295319422e-15
3776.262169308707 2.0697957338669786e-15
3777.2622387391384 2.0582197580933277e-15
3778.2623081695697 2.2607614294078288e-15
3779.262377600001 2.25054832964631e-15
3780.262447030432 2.2414594543640346e-15
3781.2625164608635 2.3832889803928996e-15
3782.2625858912947 2.1608236118513197e-15
3783.262655321726 2.2459781633793995e-15
3784.2627247521573 2.193564188119777e-15
3785.2627941825886 2.1147700069926298e-15
3786.26286361302 1.957031084631961e-15
3787.262933043451 1.9920592851327152e-15
3788.2630024738824 1.782219577944671e-15
3789.2630719043136 1.850165172841622e-15
3790.263141334745 1.9464912419110388e-15
3791.263210765176 1.882134949128078e-15
3792.2632801956074 2.027730807156909e-15
3793.2633496260387 1.9255138356975756e-15
3794.26341905647 1.8300551283661473e-15
3795.263488486901 1.7023850286000588e-15
3796.2635579173325 1.8101458306991718e-15
3797.2636273477638 1.873255502742011e-15
3798.263696778195 1.5903796385231361e-15
3799.2637662086263 1.6586798225876314e-15
3800.2638356390576 1.7046346422288478e-15
3801.263905069489 1.8472352858770694e-15
3802.26397449992 1.94653634641548e-15
3803.2640439303514 1.9111960142736625e-15
3804.2641133607826 1.906709916026767e-15
3805.264182791214 1.815977229024544e-15
3806.264252221645 1.8245040979463162e-15
3807.2643216520764 1.8425827456560384e-15
3808.2643910825077 1.8228985469947957e-15
3809.264460512939 1.954696873587565e-15
3810.2645299433702 2.0886998151838e-15
3811.2645993738015 2.0085916741972246e-15
3812.2646688042328 1.8501757607534627e-15
3813.264738234664 1.7689499597929852e-15
3814.2648076650953 1.8053063079550343e-15
3815.2648770955266 1.6818133511683304e-15
3816.264946525958 1.7008449109437137e-15
3817.265015956389 1.7331103017287613e-15
3818.2650853868204 1.6320009317270811e-15
3819.2651548172516 1.6413674220578192e-15
3820.265224247683 1.67551862582081e-15
3821.265293678114 1.6560910781425854e-15
3822.2653631085454 1.6045772871476575e-15
3823.2654325389767 1.6603307956809484e-15
3824.265501969408 1.6442842858908078e-15
3825.2655713998392 1.4347164762788323e-15
3826.2656408302705 1.358437135972083e-15
3827.265710260702 1.3719932630181777e-15
3828.265779691133 1.3923807107838783e-15
3829.2658491215643 1.533723192868072e-15
3830.2659185519956 1.473616464381486e-15
3831.265987982427 1.4018431275958929e-15
3832.266057412858 1.4275189196886573e-15
3833.2661268432894 1.4760603661925515e-15
3834.2661962737207 1.3083033734064692e-15
3835.266265704152 1.4127466650885423e-15
3836.266335134583 1.514584695183098e-15
3837.2664045650145 1.4843390544607782e-15
3838.2664739954457 1.5163718288226861e-15
3839.266543425877 1.3827448639759134e-15
3840.2666128563083 1.4399891504963719e-15
3841.2666822867395 1.6561661464375359e-15
3842.266751717171 1.6541697956599759e-15
3843.266821147602 1.6585650496232784e-15
3844.2668905780333 1.773431399358671e-15
3845.2669600084646 1.889597732909862e-15
3846.267029438896 1.9568136089227533e-15
3847.267098869327 1.9576892292319775e-15
3848.2671682997584 1.7954955488434614e-15
3849.2672377301897 1.6827104649385911e-15
3850.267307160621 1.632173726448321e-15
3851.267376591052 1.8255916882505907e-15
3852.2674460214835 1.8543061051625115e-15
3853.2675154519147 1.689989971966413e-15
3854.267584882346 1.624336659982969e-15
3855.2676543127773 1.6957155970524968e-15
3856.2677237432085 1.7631502193240166e-15
3857.26779317364 1.6986062028641205e-15
3858.267862604071 1.659719026134794e-15
3859.2679320345023 1.6572704656425187e-15
3860.2680014649336 1.5934206985620159e-15
3861.268070895365 1.7287857750165544e-15
3862.268140325796 1.7312520173216038e-15
3863.2682097562274 1.8963695495649233e-15
3864.2682791866587 1.982212527120884e-15
3865.26834861709 1.8567457718088407e-15
3866.268418047521 1.8134926696320103e-15
3867.2684874779525 1.7569513145786544e-15
3868.2685569083837 1.757263022703244e-15
3869.268626338815 1.7460267071414421e-15
3870.2686957692463 1.6728360724768557e-15
3871.2687651996775 1.6047467996162267e-15
3872.268834630109 1.5623696353859757e-15
3873.26890406054 1.8444150896791862e-15
3874.2689734909713 1.9344169990061656e-15
3875.2690429214026 1.905959233077263e-15
3876.269112351834 1.926244825131056e-15
3877.269181782265 1.7583347311397575e-15
3878.2692512126964 1.665237234027919e-15
3879.2693206431277 1.665677373523136e-15
3880.269390073559 1.7187358349765006e-15
3881.26945950399 1.7253085988889571e-15
3882.2695289344215 1.7221702359402615e-15
3883.2695983648528 1.8283125698354084e-15
3884.269667795284 1.9324266833383548e-15
3885.2697372257153 1.825738013192229e-15
3886.2698066561466 1.6205476698516637e-15
3887.269876086578 1.554895204901167e-15
3888.269945517009 1.7131527231837923e-15
3889.2700149474404 1.8751850437958564e-15
3890.2700843778716 1.9068568762431156e-15
3891.270153808303 2.0807739161381048e-15
3892.270223238734 2.0957155773276706e-15
3893.2702926691654 2.1209787584960038e-15
3894.2703620995967 2.141137083849472e-15
3895.270431530028 2.116911941557999e-15
3896.2705009604592 2.1774326573975556e-15
3897.2705703908905 2.2021929127534565e-15
3898.2706398213218 2.1741929681325448e-15
3899.270709251753 2.2235559307161572e-15
3900.2707786821843 2.259876491736185e-15
3901.2708481126156 2.315445029449619e-15
3902.270917543047 2.2296700262876756e-15
3903.270986973478 2.2230093827069414e-15
3904.2710564039094 2.158758333767677e-15
3905.2711258343406 2.1300581046576226e-15
3906.271195264772 2.11899394854235e-15
3907.271264695203 2.166409794138462e-15
3908.2713341256344 2.282874495045323e-15
3909.2714035560657 2.3392403025203606e-15
3910.271472986497 2.3013063554940504e-15
3911.2715424169282 2.326746354790123e-15
3912.2716118473595 2.2656644796230103e-15
3913.271681277791 2.3819737499840505e-15
3914.271750708222 2.3885640898301625e-15
3915.2718201386533 2.312632668306498e-15
3916.2718895690846 2.3824792168953245e-15
3917.271958999516 2.230664442967752e-15
3918.272028429947 2.1354219407961105e-15
3919.2720978603784 2.1084822696669243e-15
3920.2721672908096 2.1093199852517588e-15
3921.272236721241 2.0681440196198327e-15
3922.272306151672 2.0236491671423275e-15
3923.2723755821035 1.9595895476491425e-15
3924.2724450125347 2.012754417616506e-15
3925.272514442966 2.0267194498178875e-15
3926.2725838733973 1.8055864641023387e-15
3927.2726533038285 1.7737892707788859e-15
3928.27272273426 1.6468808653906158e-15
3929.272792164691 1.4895573068114567e-15
3930.2728615951223 1.3329102099197986e-15
3931.2729310255536 1.310687241757398e-15
3932.273000455985 1.229827253151016e-15
3933.273069886416 1.2597467861886428e-15
3934.2731393168474 1.1390791077975056e-15
3935.2732087472787 1.2619559539942004e-15
3936.27327817771 1.2573357069042834e-15
3937.273347608141 1.4235613700008484e-15
3938.2734170385725 1.6118609234610972e-15
3939.2734864690037 1.7967809213409198e-15
3940.273555899435 1.919401222433715e-15
3941.2736253298663 1.920538364165404e-15
3942.2736947602975 1.9382167888075483e-15
3943.273764190729 1.8737118417423444e-15
3944.27383362116 1.9744956334549237e-15
3945.2739030515913 2.0900249982297794e-15
3946.2739724820226 2.1568118520548865e-15
3947.274041912454 2.2338329814651937e-15
3948.274111342885 2.2089052253439732e-15
3949.2741807733164 2.2463347642501935e-15
3950.2742502037477 2.3404407599648567e-15
3951.274319634179 2.4187205803347838e-15
3952.27438906461 2.380364599142504e-15
3953.2744584950415 2.3059392021990577e-15
3954.2745279254727 2.4541778030233224e-15
3955.274597355904 2.50698353102105e-15
3956.2746667863353 2.3064912559224307e-15
3957.2747362167665 2.383162348967285e-15
3958.274805647198 2.3897770410106307e-15
3959.274875077629 2.2435643312379615e-15
3960.2749445080603 2.128282300083704e-15
3961.2750139384916 1.957772873735519e-15
3962.275083368923 1.81348737567609e-15
3963.275152799354 1.7710353549091253e-15
3964.2752222297854 1.6761494536082777e-15
3965.2752916602167 1.5828098109526428e-15
3966.275361090648 1.420620365728863e-15
3967.275430521079 1.2422568263772624e-15
3968.2754999515105 1.0675871977086377e-15
3969.2755693819418 1.1491154953104034e-15
3970.275638812373 1.3467677748159974e-15
3971.2757082428043 1.474429298373495e-15
3972.2757776732356 1.5881044021476927e-15
3973.275847103667 1.743358553357591e-15
3974.275916534098 1.8613906887333465e-15
3975.2759859645294 2.1011965157711164e-15
3976.2760553949606 2.2313194111942165e-15
3977.276124825392 2.288399690960263e-15
3978.276194255823 2.433709463611159e-15
3979.2762636862544 2.5600209225298516e-15
3980.2763331166857 2.6295079056325686e-15
3981.276402547117 2.6233580229190288e-15
3982.276471977548 2.644371639790987e-15
3983.2765414079795 2.660890052811867e-15
3984.2766108384108 2.7197764185796962e-15
3985.276680268842 2.727948380696569e-15
3986.2767496992733 2.6939001973157878e-15
3987.2768191297046 2.7467366302578533e-15
3988.276888560136 2.904180361636404e-15
3989.276957990567 2.885064522082769e-15
3990.2770274209984 2.8104053440458805e-15
3991.2770968514296 2.8926549960813517e-15
3992.277166281861 2.9108956388422362e-15
3993.277235712292 2.9777117153040236e-15
3994.2773051427234 2.9023171009106815e-15
3995.2773745731547 2.7047928292592413e-15
3996.277444003586 2.7114966715202854e-15
3997.2775134340172 2.743840624611191e-15
3998.2775828644485 2.7917189501965034e-15
3999.2776522948798 3.047182181264269e-15
4000.277721725311 3.1116492236050834e-15
4001.2777911557423 3.118625175200433e-15
4002.2778605861736 3.147030425086606e-15
4003.277930016605 3.051485955669268e-15
4004.277999447036 2.8654904377046694e-15
4005.2780688774674 2.792680544349874e-15
4006.2781383078986 2.736596798846272e-15
4007.27820773833 2.9376252458005033e-15
4008.278277168761 3.095823260018584e-15
4009.2783465991924 3.013923220832092e-15
4010.2784160296237 3.0405001501016167e-15
4011.278485460055 3.119508842322656e-15
4012.2785548904862 3.209637171317013e-15
4013.2786243209175 3.0367715110678033e-15
4014.278693751349 3.2228837078208863e-15
4015.27876318178 3.354654294084633e-15
4016.2788326122113 3.1445831351437515e-15
4017.2789020426426 3.0995777335572888e-15
4018.278971473074 3.128914084410731e-15
4019.279040903505 3.09463529631006e-15
4020.2791103339364 3.2464464703476064e-15
4021.2791797643677 3.3013373817032373e-15
4022.279249194799 3.2298941760088365e-15
4023.27931862523 3.2211112913787567e-15
4024.2793880556615 3.1925484933643944e-15
4025.2794574860927 3.2254826166612993e-15
4026.279526916524 3.169131420504602e-15
4027.2795963469553 3.3044586981138694e-15
4028.2796657773865 3.3315461764923514e-15
4029.279735207818 3.2072561617022812e-15
4030.279804638249 2.957613741048047e-15
4031.2798740686803 2.7339964076982014e-15
4032.2799434991116 2.7284466478277912e-15
4033.280012929543 2.8448317276376107e-15
4034.280082359974 2.8704790382475236e-15
4035.2801517904054 2.9475516249093765e-15
4036.2802212208367 3.0668191578387023e-15
4037.280290651268 3.403917730296943e-15
4038.280360081699 3.4606505147963783e-15
4039.2804295121305 3.2275415419978377e-15
4040.2804989425617 3.0718441807982885e-15
4041.280568372993 3.2395433635857207e-15
4042.2806378034243 3.3058116214888713e-15
4043.2807072338555 3.013547561719985e-15
4044.280776664287 2.8097842571373063e-15
4045.280846094718 2.5058017083013934e-15
4046.2809155251493 2.5402306329919654e-15
4047.2809849555806 2.881373999531582e-15
4048.281054386012 3.0432887943222147e-15
4049.281123816443 3.239186127440216e-15
4050.2811932468744 3.3239019159016182e-15
